mu_max1,mu_max2,Ks1,Ks2,Yx1,Yx2,K_I,lag,S1_init,S2_init,X0,ratio,trajectory_id
0.20238901270214074,0.11820196319954777,5.547398243806326,6.351413597194674,0.1306533464916169,0.1362784643807696,0.5512263028305204,23.906840869654168,16.340503164322936,13.85229973759601,0.051076443916919664,1:1,1:1_0010
0.11093575113978407,0.058054668103035216,0.1190565825733155,0.09884516050736891,0.481916374593429,0.4081463290584659,0.4040744913668787,10.323275086936116,16.460400927642592,13.123571348144129,0.149109058841203,1:1,1:1_0011
0.006523272824724395,0.0012579113506473569,10.436791836591404,11.980586341167065,0.03147838144598798,0.016447591597293063,0.4509041854617464,3.822313114542695,16.764305139058788,13.669459998576716,0.20665980442437037,1:1,1:1_0012
0.09969411653124861,0.057367728954218135,10.96155290859365,13.768761225976421,0.8808159993226571,1.0138842753510002,0.5022020209834567,3.0520163753588765,14.035342548949599,15.018180958815748,0.2648826979523313,1:1,1:1_0013
0.10579544739439595,0.03262398070727893,4.458941174088347,4.99451515097045,0.3507425316900375,0.413469362949182,0.4432941062402785,50.0,16.352546219321216,13.56841570340657,0.18161502265875346,1:1,1:1_0014
0.1459413413980175,0.035012454292849916,10.593203680941576,20.742607908245432,0.6823171659579202,0.48808872041872414,0.5738445367907055,7.047892623554778,15.913927467607726,13.172700900227538,0.05121433444431976,1:1,1:1_0015
0.18372556569329535,0.07687083083222628,11.995316782695905,19.54768710783772,0.3135778274802435,0.2110651460437221,0.5225121695517536,50.0,14.31914151820601,16.727777476919986,0.2204739762667684,1:1,1:1_0016
0.01696939116712053,0.00365901708526129,3.4033758634313847,4.502397703470165,0.11854679561795217,0.10601893256996497,0.5992921384145775,50.0,16.648821361634706,13.603972525740271,0.27835841495326596,1:1,1:1_0017
0.12039150650255098,0.044985686653955206,9.709083471453718,8.135687737927952,0.378003125535148,0.21037754681376472,0.490502021043356,8.94736389127668,16.47873718282786,15.79371421831536,0.2185382668234912,1:1,1:1_0018
0.23068591008176564,0.06758521619371827,0.7698128060391245,0.8639439827171457,0.5639306571762301,0.5018157281733682,0.37167103206371366,50.0,15.485833626007777,14.830940746600309,0.055065282051034795,1:1,1:1_0019
0.2907907753084135,0.1365263921717753,16.386811626165798,29.703551563918047,1.042543223581494,0.5938917844860249,0.7363880432818084,50.0,13.96517380675812,13.242828738407647,0.1872218972516418,1:1,1:1_0020
0.1450370759148163,0.02485399915023794,5.16798617861513,5.609405649091627,0.044553028320424404,0.052004194492785684,0.29626049077118155,50.0,16.043355361284828,15.563782688500893,0.2190047400223446,1:1,1:1_0021
0.06601072593036052,0.011760273040229027,0.8420479910451655,0.5414622710603528,0.06065685174720048,0.0638992130858473,0.795829392791572,0.9432262910294825,15.991606408592702,14.419207676550396,0.053248337167949064,1:1,1:1_0022
0.06357095750985092,0.02195207048563067,0.16516305042270854,0.2811113761612922,0.32885152607785906,0.25800097208290845,0.6724065261436727,34.53030419102738,13.89214451199318,16.776582586641865,0.11874271845927913,1:1,1:1_0023
0.021812717385458768,0.005705241882668177,2.0669324466092744,2.775707115407924,0.13430591590604893,0.06781908143994399,0.16111791836335831,37.262833677668446,13.751434192770724,13.161727725572014,0.14109039411890284,1:1,1:1_0024
0.352184368300016,0.18784960078967347,9.556362635520266,12.708031416433114,0.22356760304458032,0.1575542141343775,0.5825650266402178,0.6072714842836043,16.703368715509804,15.490765377424175,0.17857983327867083,1:1,1:1_0025
0.17509091292711673,0.045210767293681134,13.916268379224082,11.36724625850002,0.3338314244216379,0.3014748548541911,0.8048505537065507,50.0,14.185018941517221,14.38340211104316,0.24766839791115242,1:1,1:1_0026
0.1823256549102373,0.0895418589260518,0.05438864754686252,0.03412681662063742,0.2896647816874151,0.19069565961295074,0.47515242864739676,50.0,16.840904018091873,13.511529537409265,0.13725105638886265,1:1,1:1_0027
0.06069720657179498,0.02339425618904009,0.16833373205200872,0.24073766581270964,0.4643186617970105,0.27554855615223117,0.5605064363790088,37.80917300432881,16.24116536484542,15.819493871888476,0.18258625440271298,1:1,1:1_0028
0.06972548975899476,0.015851477481868333,0.14342486857824546,0.2584849221398743,0.43443717975833473,0.45533751144448076,0.7130041876680656,32.23361878647454,15.035172555093926,15.872023428351117,0.1158355896839066,1:1,1:1_0029
0.0760171863668289,0.017065035506162646,8.589899448555325,17.07537130134764,0.45765801528353584,0.31808677870040586,0.47941599472456164,50.0,14.982615898304756,15.618279865115927,0.18407994430565716,1:1,1:1_0030
0.16458622682316895,0.030267209296687993,0.12691563478323054,0.21396735215770346,0.6218817354606427,0.6034808802786745,0.5323548070828928,50.0,16.650947604724504,15.57503352879785,0.27088785156283585,1:1,1:1_0031
0.11402844479703066,0.06726283593706042,7.6733322679780605,7.776711308868328,0.4048867104151982,0.2866019393325002,0.7318844719667972,1.072021453792624,13.669429077244196,14.385626983897634,0.24839443734790156,1:1,1:1_0032
0.09636914752660074,0.05524601815038879,0.15793163384879433,0.08273634854023829,0.4507190378017149,0.3959117363630217,0.42652216871162746,50.0,14.098592570470112,15.659614716165908,0.2260080682798032,1:1,1:1_0033
0.10355101967820701,0.048927796397578924,4.388048306614912,7.18136919737662,0.4428783703211248,0.29922489843436195,0.4940356652857739,9.208900733429617,14.455187928658546,15.897440379371204,0.20791709639498396,1:1,1:1_0034
0.2373465438535953,0.05881431002833004,13.907448128698045,7.031442529862857,0.17643779825465472,0.1444427872941172,0.3843255856850082,17.660280759559168,16.758100159918712,13.502613227349988,0.1537768566671237,1:1,1:1_0035
0.054693720986530386,0.01627392056705083,0.04954582730116961,0.09291997261925192,0.8020920292904169,0.8924631498546634,0.3043975614158118,50.0,14.527501648675294,16.025875763022174,0.19433475076903733,1:1,1:1_0036
0.10854939244347034,0.058312010921227314,5.298647930897616,10.313744706979625,0.3587605253105718,0.24339413016053066,0.40639378401811843,35.7958112746257,13.45086426531144,15.504195508981638,0.2687247676391237,1:1,1:1_0037
0.11032675428856645,0.05175093021102153,0.16458091294083776,0.25778827220344297,0.3395120888493191,0.31879783931957933,0.7125416623685971,43.47861595724096,16.342533036213297,15.422366574379096,0.06718457549460287,1:1,1:1_0038
0.09437802337288048,0.04815189549904592,0.11217046528119284,0.16553781912392043,0.14022166348183304,0.09943208845606673,0.5480437526010837,33.02366352643473,15.723290369972831,16.58268833883697,0.0889753223134931,1:1,1:1_0039
0.11913476486055803,0.0432474035797297,6.240585762055541,6.649286269603489,0.5645022859453757,0.506462758886665,0.5646078884704977,36.750719281150275,16.765375908188645,13.877893716912364,0.07502635719180263,1:1,1:1_0040
0.06913139341211953,0.02454740530148994,0.1600704124536324,0.09097937727552124,0.264934292881403,0.23373472242390936,0.5512536328937246,21.244846121777748,14.235451019661044,13.057739211116088,0.08889888927106131,1:1,1:1_0041
0.062215863868718246,0.01741798311647576,10.137431375169795,19.036861115836665,0.8161465133839579,0.5126153027520409,0.3961870765057446,3.7070526738968574,15.503373149507945,14.430926701662939,0.06716949638729251,1:1,1:1_0042
0.22728056545707684,0.10165248452188289,4.009055646107578,6.382622501990191,0.5017126633110567,0.46960920375598575,0.29828828805253804,12.391345138410399,13.544289247333765,13.77935401804609,0.17149237594195132,1:1,1:1_0043
0.02252863763589967,0.005451704166562952,1.2112654023878926,1.918393948274431,0.4603814940925168,0.5036715561109005,0.8140668276234075,2.0069597490375,13.6270960325914,16.383796005811515,0.28800792463830616,1:1,1:1_0044
0.49864198605354526,0.22502021671135242,0.09033932114085597,0.05603032736698566,0.41612802534722565,0.32312233687369707,0.6697080142937465,6.160066750409694,14.64461255159842,14.766491145447322,0.07727249091937168,1:1,1:1_0045
0.1297302612978366,0.04897903100509233,8.106166829540117,14.90285813839779,1.1062921567250645,0.9542812430198289,0.4913668006301122,50.0,13.14211967211609,15.238037509891843,0.23040538375749164,1:1,1:1_0046
0.16728948038809854,0.07349022623133455,0.09068702664568729,0.11007093322940852,0.3229693631424563,0.24027434151855204,0.5334348744505757,50.0,16.908447681844333,15.065557694112698,0.1462930072290054,1:1,1:1_0047
0.1612529322178664,0.03207686347684217,0.2035736117230039,0.30093633711295387,0.2901930422916167,0.3354973743574409,0.3280548641406997,15.637104142285702,14.057308897100128,15.434454954969912,0.2070482314820591,1:1,1:1_0048
0.05672097320958486,0.02884835971781527,19.865374170285605,31.832566556198106,0.345638323938695,0.35235574508122297,0.11634803932489907,15.843828266550506,15.394653889830735,15.114297719848707,0.2725406393992688,1:1,1:1_0049
0.18210101482308372,0.10581233037331796,0.1432323033472005,0.21752260926558376,0.7025628994468635,0.7921158063552276,0.4863552657813007,50.0,13.919549938185588,15.607420188648154,0.14978890749413815,1:1,1:1_0050
0.13086216612608506,0.027616083718973193,12.255081965298533,8.05915499693132,1.1670910399892591,0.7402879551471824,0.7641321710048455,7.298766038623752,13.888256344102055,13.787079293996857,0.1434632262008726,1:1,1:1_0051
0.10635947649314836,0.05911237817240439,0.13535224802973736,0.16680511044638252,0.5304725469106626,0.46828620921941827,0.5506515528057042,50.0,13.217761709577632,14.256307669318286,0.18420710030053689,1:1,1:1_0052
0.08190871639773327,0.030315826792449575,0.15587476516157117,0.1513933528598377,0.2699945769623537,0.31564349000798786,0.5690337009809433,12.509498295871952,16.228004409582212,13.454032485234215,0.21328116688848525,1:1,1:1_0053
0.10490325754651735,0.02969750265147993,9.899429829438324,5.493712468253786,0.8639186751401351,1.022593976107876,0.4757561353962744,10.577868563679502,13.302637850500268,14.43711338398496,0.052178674331683425,1:1,1:1_0054
0.31386160951854025,0.11777832105899436,4.429719447918274,4.955282778375997,0.3680965113690516,0.24671836420627563,0.4974068835663518,8.53636383823418,14.084546871570993,13.7804802218149,0.2510428336007434,1:1,1:1_0055
0.0783097737183039,0.018357064187623413,0.18094513007425284,0.3154449633966618,0.366156321655221,0.43548105358016276,0.525594417557689,50.0,16.49349501024264,16.601922986023684,0.29509552538994355,1:1,1:1_0056
0.21203384655802193,0.11045194078207118,11.346085496724807,12.810922136478005,0.24754709099578204,0.2571654159444859,0.2832057577653305,50.0,14.037168037424586,14.133517061680259,0.13450370803945805,1:1,1:1_0057
0.111229546821103,0.020343920597330156,11.136700337647074,6.442061899709214,0.35196791258503995,0.35596959659773514,0.689522501627347,26.216420811311888,13.801976609744624,16.067392771631823,0.11237504925831875,1:1,1:1_0058
0.052970234553177516,0.01949715800250238,6.833033418899471,9.091249243532184,0.5104905039122017,0.5257358914350366,0.32988970408650087,50.0,14.687733421411755,15.195011510901084,0.10149040943203673,1:1,1:1_0059
0.3213888769875522,0.16298012575922224,2.0089220083147614,1.8491440327562922,0.35611187537824385,0.22149289376299924,0.5610241782243763,50.0,16.09459909831792,16.35270405904831,0.2854908721471349,1:1,1:1_0060
0.12953924464999786,0.03946438822245421,2.169576571108569,2.4517183075051983,0.3021636970275048,0.15858188653249852,0.2827748718046015,50.0,13.525021194917082,16.1479204654577,0.22891857732845922,1:1,1:1_0061
0.24202546649241635,0.07041910741697668,11.097733263707447,18.740842023579546,0.9008522952076917,0.6926950641666484,0.45073373316432336,3.840535834453121,15.951218151257368,16.518948410630458,0.2689613301648205,1:1,1:1_0062
0.0352278490744636,0.014962389578005804,1.0648384073029131,0.7581921001487083,0.31932895607319545,0.37391814120127115,0.40064783169801554,50.0,14.749046302952426,16.734435851966325,0.08458133471793973,1:1,1:1_0063
0.12541381512979022,0.039402052254655935,14.450970874986613,13.892949114910968,0.5215485775861857,0.40997742239167884,0.27430921570041006,4.630978238985819,13.356781674989776,15.324459257895734,0.2799100181565724,1:1,1:1_0064
0.17063722725357702,0.09581139876442178,10.221478000372562,6.759616226157243,0.21814077214533042,0.15875372283005157,0.694745369890967,50.0,15.313233807674694,14.964918204946763,0.1493176545722667,1:1,1:1_0065
0.02583148615927539,0.014016634688897647,4.123000977527133,6.742273057995628,0.6363419285271416,0.5858248060550424,0.5642744718489858,50.0,13.185614243316646,14.254038425538695,0.28146576632180387,1:1,1:1_0066
0.05770394640941043,0.021411534226272132,13.358620105545825,16.26394068913982,0.4683170684498861,0.502237552745883,0.8536699585062079,50.0,15.517998368808204,16.37939929535008,0.18821252815260003,1:1,1:1_0067
0.06543733476901872,0.012079300773078522,0.06545125881784233,0.12863977347258157,0.3206096689166456,0.3031588142245562,0.49342360534625584,50.0,15.317386377538439,15.502153398339807,0.19260132916127776,1:1,1:1_0068
0.3174393714782084,0.09995618597185309,6.811417418095767,10.505848772719933,0.6357613516035755,0.34091365516307703,0.39141910177591044,8.70402643997705,15.381307022777492,15.89788733229211,0.09198708298106924,1:1,1:1_0069
0.23754626051390543,0.05536327098564438,0.1389236130856065,0.1132371539037594,0.25795480530146353,0.19936649871593815,0.5081769779464484,50.0,14.01633831369822,15.792765838477099,0.1400978112830491,1:1,1:1_0070
0.13691673927795103,0.04121080617779766,41.47431856085847,48.76172874195787,0.21172858460053395,0.10816038292573879,0.47993782673619845,50.0,15.48150539738727,13.718612907259713,0.18329850097604028,1:1,1:1_0071
0.1312897431198146,0.05394932662095945,0.14371778589250647,0.1242670877357904,0.315638424383964,0.18407136595567242,0.38265109538385744,50.0,13.001798104297022,16.6838127499029,0.07477464769002597,1:1,1:1_0072
0.07319024889160722,0.031100892462947165,8.08501558282072,14.58289682060887,0.42359073077673776,0.24827098291631722,0.612354498667486,36.43030264166144,13.106279573456895,14.95412465225385,0.1931113180369331,1:1,1:1_0073
0.09216957232999728,0.014565470531648044,8.989968385480827,6.807744422194309,0.8514406134367101,0.5831026437276545,0.6605110415555688,50.0,13.445802405908921,16.138963391637795,0.156464713603562,1:1,1:1_0074
0.20209482229790454,0.06165757201718963,0.11477606907483898,0.0844300848321663,0.1559166098282226,0.16260210065535374,0.5262808784606708,1.175212122776598,16.701323435195985,14.89374821563114,0.0900686025278306,1:1,1:1_0075
0.07923494006870654,0.01849180361190832,8.806921245104363,7.238735516687605,0.5475443929321124,0.38650194252228376,0.32273276335213785,50.0,16.202891885844522,16.184646436157806,0.05834405638873387,1:1,1:1_0076
0.1024235475136233,0.02608570502784083,9.984910525780505,10.015583249752519,0.018432063375460273,0.020273461563030035,0.5291487581263279,5.26481036807311,16.57997498416666,13.919111291772325,0.18025145180715518,1:1,1:1_0077
0.16960691125428567,0.08001741573312868,8.238146520393848,6.353396936344228,0.18439452345709395,0.13733332104874127,0.46617519733372503,50.0,16.636196562240258,16.211297485215873,0.0602489424505077,1:1,1:1_0078
0.08598521808693113,0.04646541320984531,0.1419731413213943,0.24130908729481376,0.5437268106954237,0.40956170121688745,0.4889190848688356,22.12418714066731,13.427199291693864,14.70026347949183,0.21299530376488074,1:1,1:1_0079
0.10149235752363493,0.03912600131241681,11.902466496792059,12.583854532750571,0.036360535283375454,0.030420458378162558,0.7379124487581801,10.986338122695917,14.173363310381875,15.870335215547787,0.21852604657231345,1:1,1:1_0080
0.17160566902440338,0.09960486687583663,5.912435186602442,6.636989905124129,1.0040044701261361,0.6738406349236186,0.8631407773488255,50.0,13.870301526965733,15.45122269864571,0.09530146870959698,1:1,1:1_0081
0.11529136394550689,0.04551027503974736,0.18100110698682473,0.14193569051836147,0.21036862826774197,0.1723302368343567,0.6698940985539515,50.0,15.37263680226167,16.330074096304983,0.29833367387763543,1:1,1:1_0082
0.19829888513068014,0.09871140679392114,0.1463006067581304,0.23032228555086076,0.11929217278554849,0.07433851371526054,0.38086934276004736,11.598084404595392,14.957641044951222,14.36146273195018,0.09163871232204397,1:1,1:1_0083
0.16326108996253133,0.06988060012440685,1.1982333066394486,1.3271749935211845,0.5259809408310846,0.576438255772314,0.6263174219247902,33.669800641833454,16.94168473812848,16.265559661885668,0.2487019515103258,1:1,1:1_0084
0.36776881552089025,0.1085841407531056,1.5647943116902074,2.322755658616426,0.29635867858498444,0.2471032225349859,0.25620962725833385,37.025226234764865,13.778779963583359,15.502161407299145,0.2425082206975404,1:1,1:1_0085
0.43787922359064496,0.16808914600082617,8.308455659742293,13.510397360819582,0.5199105000975425,0.3998629759429243,0.5307720063362628,50.0,13.607042536189677,14.552546740459853,0.06415472096881618,1:1,1:1_0086
0.07625943798773743,0.02956669769138406,6.3213427685706565,3.970615659534349,0.43337197149848444,0.22416808576721178,0.550459439844331,50.0,15.81598845381874,13.016850887656584,0.12801084358871817,1:1,1:1_0087
0.08390208700645009,0.04644789356577803,0.09523479676458368,0.07809488754810132,0.8449226018326379,0.9544222857716669,0.31215676416547855,50.0,13.048650526856076,13.727791440346486,0.09744071171363321,1:1,1:1_0088
0.11474320884593414,0.04162107155140343,2.087360040034531,3.0663629285991845,0.4411554845380559,0.4010420894563897,0.4673574350285824,4.660495827629551,14.74996037656943,16.522329897497137,0.10385779827157883,1:1,1:1_0089
0.061356889160390005,0.033259506943744764,0.13062660759651293,0.13700336433948795,0.6426431015597566,0.7517743485666507,0.5276978311446291,7.716572192200891,14.570655341126537,15.951312715479148,0.2779982928276393,1:1,1:1_0090
0.06910336071474714,0.022248560269951072,0.08590790818650244,0.07339149829344264,0.32243109422819616,0.21850570632924723,0.526786564167232,50.0,15.625959353403475,15.052891179363154,0.08811251701881491,1:1,1:1_0091
0.05418234329435949,0.012815194545811532,0.12603362168200463,0.07530570318266695,0.05457524543280895,0.059320624942213705,0.7111923323896068,9.621031560288845,15.972163784651949,13.53883053130933,0.14342875293645274,1:1,1:1_0092
0.5220190010543537,0.15418994988143503,1.3995208165162765,1.43034281569764,0.4263365480529949,0.39455881456686126,0.612176779235654,8.091645184323172,14.900692803386821,14.067898334421212,0.17897614545494595,1:1,1:1_0093
0.11923627995882563,0.03298965784023925,11.078990863534493,5.9669553237510575,0.9323481490108347,0.8261659541406445,0.3603835182453853,50.0,15.36538876896611,16.844828186129067,0.13750148856466465,1:1,1:1_0094
0.3479118054471272,0.10088262520858621,0.14834112436603383,0.2960832696222105,0.29459799978079293,0.2819665150554051,0.44692762287804993,50.0,15.271316825367933,16.998765377205032,0.2418324773188425,1:1,1:1_0095
0.01961679746298638,0.0035165669502175167,0.16559870589482015,0.11712726619395158,0.47507426991695867,0.30800435267188847,0.25433749502276937,13.704255843069195,13.30030478208251,14.955034677911279,0.09356497942887924,1:1,1:1_0096
0.061865596769303234,0.019548239713903355,10.43350326067168,13.202541065538362,0.7136907553068621,0.5267803182270967,0.3855834996575321,50.0,15.295847052678717,15.43954133575639,0.25890196132595505,1:1,1:1_0097
0.40789563226454983,0.19275106097551317,0.0760672748223949,0.13990993592882434,0.26738587721907137,0.2936125469821289,0.622393573902299,28.293637204277744,16.006723468618212,13.86005687666088,0.05168055441725543,1:1,1:1_0098
0.09706932157381926,0.03830782864813588,7.970924508754532,11.516389835395781,0.37899220278894447,0.42172309920072815,0.3031946184153517,11.890355940997852,13.674144448502146,15.306622855084402,0.20518488053279554,1:1,1:1_0099
0.10312858636289636,0.05263204247772988,0.10342453007063146,0.09751573732776274,0.3049101777990254,0.18873951408535855,0.3808947219987395,5.96956422989563,16.77477117018611,16.887235844307558,0.2772089810176154,1:1,1:1_0100
0.07065762271924904,0.010851605965088825,0.18379824474629927,0.22892027767007342,0.05294051333890397,0.05076497308024643,0.5318175789604954,50.0,16.173827883126155,14.042249823959713,0.28124326787506027,1:1,1:1_0101
0.0773619363821657,0.015567212876062893,11.88823445367353,23.163752909250384,0.01629073216206238,0.0171993945387367,0.4423665724929531,3.4622491003543456,14.071832116624085,14.29623839969059,0.13026568046148718,1:1,1:1_0102
0.12930732583715174,0.06962793401978526,1.6269439724080907,1.9352191395550777,0.6281708381920286,0.39269974702529037,0.691889299247468,9.42890284935638,13.930932381609002,15.47474440193037,0.0693420774803757,1:1,1:1_0103
0.25997671903957476,0.056210594631680356,0.1497290056478688,0.15833747994031966,0.30763117064445467,0.2927090602594524,0.5006238708171734,9.863024581177767,15.457847700658238,14.347085966601442,0.22594451827845213,1:1,1:1_0104
0.17673843993415267,0.028247665802385098,1.762625358351704,1.0227930543288024,0.4362029092488361,0.4055294983809727,0.6013927941423561,19.870603885092606,16.35810544102347,13.584761517531962,0.12566271900812176,1:1,1:1_0105
0.059977804903124265,0.02176499469494039,1.657357766212558,2.1027598176862603,1.2521352191271968,0.6744389747049455,0.6996472166071527,3.303774666457033,13.867816059863262,14.839860971179316,0.09879601385010363,1:1,1:1_0106
0.2636224346146263,0.0690007313947909,7.196785075903423,3.658403851886575,0.275513026199182,0.24909414627093038,0.38860319907210655,50.0,14.662224017170336,16.454947092079895,0.27218382213224773,1:1,1:1_0107
0.20989697850547503,0.1255885846215949,7.222193654070097,5.469090282603744,0.05710435178984596,0.06350859090162245,0.4287695425539912,50.0,13.16109064489585,15.40804384120964,0.2579660452791249,1:1,1:1_0108
0.12254055034885127,0.027842162605674074,11.522293862556891,22.242312520626957,0.05764300121531518,0.034997874487321265,0.5769862236902197,18.127058710823732,16.144795897613054,14.741995195772192,0.27341306553928113,1:1,1:1_0109
0.12281256410961792,0.05891443237730906,0.15599111028093215,0.21929080580627075,0.3401681169593102,0.3983953134967202,0.5498337993523728,3.2542011574932252,16.233394036126416,14.17724436975728,0.19538886690866358,1:1,1:1_0110
0.13591552904612267,0.026270342435403188,12.93957096436175,6.572575102964847,0.3213407847245209,0.22595527104993263,0.7058816426145869,50.0,15.67667265135977,16.535460893125933,0.2207025771623557,1:1,1:1_0111
0.09848853983548775,0.022759024031969208,0.07043240298385417,0.0776618037923849,0.9324266808658612,0.80855563048519,0.4333353537973182,9.521234346993719,16.202721697223396,13.44194491247279,0.1252757951645468,1:1,1:1_0112
0.2684383627970577,0.12412828487914968,0.09071014261657631,0.15434672433442298,0.3742459567377969,0.26226042897242674,0.5100506512700722,8.182873242839808,15.131838500502667,13.011319746866345,0.18572591180703812,1:1,1:1_0113
0.027428775168349098,0.016163194735308202,11.900153596529153,17.008411535946724,0.02239173222272276,0.025856070084583283,0.4456446448154632,50.0,15.521102301549192,13.401955137940233,0.20069203983211104,1:1,1:1_0114
0.263668677501948,0.07813125163539329,0.18843503020340102,0.12053434448402618,0.541767929274573,0.42972162069722875,0.45537634277012173,4.861810747233687,16.086302043067896,14.275829987154715,0.17924071764896143,1:1,1:1_0115
0.037256901834259754,0.015998247982075973,4.787386809263508,8.300896645708553,0.5274855974745106,0.3251864431704612,0.4829837834944259,11.818096586148895,13.31176904912555,16.82224756187541,0.12860487997795306,1:1,1:1_0116
0.20622907089164638,0.048607197121590937,5.926320473635768,10.05771031187578,0.3577458049614461,0.2619132011525022,0.5452449099444017,8.176088331827163,15.872448149399448,14.784002018468932,0.29529003768995304,1:1,1:1_0117
0.09790796560382978,0.05122001672319576,10.680059263259304,19.551351548427927,0.2259773881940136,0.1416173770471556,0.29213705315891714,27.994637729899416,13.563566532820357,13.342485321345698,0.06842430300786194,1:1,1:1_0118
0.2033885938961421,0.04650827705253997,1.7890113400052057,3.1537944430325147,0.07800684447343287,0.043145616525533455,0.5870336202948241,50.0,13.502311142524581,13.595181674860392,0.2841093097321013,1:1,1:1_0119
0.15436124887701833,0.046029070010243464,0.15288180153187828,0.09611167792139505,0.02022699398532023,0.012967687746147946,0.16961899581268253,22.307323906440367,14.961232299556372,16.377336124833846,0.27623665171208434,1:1,1:1_0120
0.036421164848776874,0.009652297309478499,0.17144409644438824,0.2898065748360089,0.95668046862742,1.041832329965286,0.5746467617054303,50.0,15.916814324702482,14.783489485764616,0.24848087458675028,1:1,1:1_0121
0.05640710706790693,0.017791609777729474,1.9404401900760353,1.3154843988478953,0.23619077827534185,0.25416399205597007,0.4889997876499656,8.583123480692716,15.490244631952304,16.117112918878995,0.22413482122618128,1:1,1:1_0122
0.03269418051332888,0.016803633123078195,0.8357427458583845,1.5650164704892424,0.13057155099487158,0.13986001673988616,0.7469238123164664,50.0,15.614731440585787,14.981928778909019,0.14756577104648394,1:1,1:1_0123
0.09264377907551212,0.026606638275996578,0.0881764507060248,0.08375655714707199,0.4453881499467291,0.2739293359261964,0.4940210400334591,6.882518777881722,13.64073582810757,14.62752649782286,0.24396907242728472,1:1,1:1_0124
0.07337110347881737,0.04339330475532778,5.868563361550359,8.500900831118644,0.40968001392149317,0.3406856670735273,0.5780331097732587,50.0,16.66207003171541,15.735162921947424,0.1280772726116049,1:1,1:1_0125
0.14833581806308666,0.023360516050205556,0.10780391673299056,0.21473246153103484,0.4190482993412777,0.29122944109771076,0.4484402917162744,50.0,13.274264079461705,16.161715678819064,0.2563753170492644,1:1,1:1_0126
0.132367266383503,0.02436519109842978,0.15938501617072307,0.21086803154844966,0.40686594592187963,0.23388534528977717,0.5120713420084351,36.45760334725999,15.057196898574613,14.057868514208188,0.12606794911436048,1:1,1:1_0127
0.053658077165430154,0.01754539463358253,2.180381953896076,2.586949775236259,0.026019678381873634,0.018786427534948046,0.6414845408090566,50.0,16.710539266138998,15.825323529551188,0.09956796083138537,1:1,1:1_0128
0.07723007060693242,0.026815994270978163,7.911588385630795,13.226993228597534,0.2735185857163495,0.2444504067937556,0.5165671605717918,8.209400826845519,13.094403764927248,16.55593314432273,0.28230119870711395,1:1,1:1_0129
0.1949555285015271,0.050390222016219455,0.15615078609949354,0.25624934518765596,0.21372643648320397,0.18718425265931693,0.4653861577436353,6.080543947499851,13.714090616524125,14.217319119558757,0.13708494590976844,1:1,1:1_0130
0.31712107234673764,0.06015887295294541,0.15128184886380935,0.12145658845884819,0.5211137162963722,0.40122393666012446,0.5284980620040713,13.481742526058671,14.413520827652029,13.802115026404703,0.08397812598799557,1:1,1:1_0131
0.07315750873552986,0.02909042449788159,1.6818462373036884,1.909897060312004,0.3644682030239451,0.38667486121166067,0.5168352022762935,10.333784783992169,14.20098987893074,13.269609400247388,0.1299156851402577,1:1,1:1_0132
